"Date","Price","Open","High","Low","Vol.","Change %"
"11/17/2008","1.5386","1.5662","1.5719","1.5154","","-0.08%"
"11/14/2008","1.5398","1.5024","1.5438","1.4930","","2.45%"
"11/13/2008","1.5030","1.5630","1.5769","1.4957","","-4.19%"
"11/12/2008","1.5688","1.5202","1.5753","1.4999","","3.24%"
"11/11/2008","1.5196","1.4930","1.5440","1.4791","","1.64%"
"11/10/2008","1.4951","1.4582","1.5036","1.4316","","1.13%"
"11/07/2008","1.4784","1.5020","1.5279","1.4728","","-1.72%"
"11/06/2008","1.5042","1.4609","1.5061","1.4480","","3.07%"
"11/05/2008","1.4594","1.4327","1.4659","1.4255","","2.19%"
"11/04/2008","1.4281","1.4778","1.5161","1.4249","","-3.09%"
"11/03/2008","1.4737","1.4957","1.5061","1.4565","","-1.58%"
"10/31/2008","1.4973","1.4830","1.5262","1.4771","","1.92%"
"10/30/2008","1.4691","1.4975","1.5113","1.4501","","-1.95%"
"10/29/2008","1.4983","1.5385","1.5780","1.4706","","-3.10%"
"10/28/2008","1.5462","1.6595","1.6634","1.5408","","-6.66%"
"10/27/2008","1.6566","1.6239","1.6649","1.6000","","3.27%"
"10/24/2008","1.6042","1.4806","1.6520","1.4806","","7.98%"
"10/23/2008","1.4857","1.4894","1.5322","1.4804","","-0.15%"
"10/22/2008","1.4880","1.4769","1.5086","1.4646","","0.06%"
"10/21/2008","1.4871","1.4201","1.4911","1.4198","","4.91%"
"10/20/2008","1.4175","1.4463","1.4525","1.4150","","-2.34%"
"10/17/2008","1.4515","1.4522","1.4859","1.4259","","0.56%"
"10/16/2008","1.4434","1.5267","1.5339","1.4397","","-6.24%"
"10/15/2008","1.5395","1.4290","1.5395","1.4126","","7.73%"
"10/14/2008","1.4291","1.4341","1.4418","1.3808","","-0.23%"
"10/13/2008","1.4324","1.4857","1.5277","1.4280","","-7.86%"
"10/10/2008","1.5546","1.4588","1.5801","1.4522","","5.87%"
"10/09/2008","1.4684","1.4908","1.5052","1.4013","","-2.61%"
"10/08/2008","1.5078","1.3980","1.5534","1.3968","","6.94%"
"10/07/2008","1.4099","1.4098","1.4234","1.3591","","1.32%"
"10/06/2008","1.3915","1.2942","1.4293","1.2932","","7.71%"
"10/03/2008","1.2919","1.2920","1.2967","1.2783","","-0.24%"
"10/02/2008","1.2950","1.2644","1.2990","1.2582","","2.15%"
"10/01/2008","1.2678","1.2575","1.2728","1.2464","","0.71%"
"09/30/2008","1.2588","1.2488","1.2708","1.2347","","1.09%"
"09/29/2008","1.2452","1.2082","1.2499","1.1999","","3.50%"
"09/26/2008","1.2031","1.1980","1.2140","1.1929","","0.47%"
"09/25/2008","1.1975","1.1998","1.2021","1.1864","","-0.22%"
"09/24/2008","1.2001","1.2022","1.2029","1.1861","","-0.27%"
"09/23/2008","1.2033","1.1857","1.2079","1.1802","","1.57%"
"09/22/2008","1.1847","1.1937","1.2074","1.1734","","-1.20%"
"09/19/2008","1.1991","1.2424","1.2485","1.1955","","-3.83%"
"09/18/2008","1.2468","1.2736","1.2743","1.2344","","-2.04%"
"09/17/2008","1.2727","1.2590","1.2818","1.2379","","1.85%"
"09/16/2008","1.2496","1.2422","1.2738","1.2404","","0.78%"
"09/15/2008","1.2399","1.2200","1.2481","1.2098","","2.13%"
"09/12/2008","1.2141","1.2375","1.2491","1.2130","","-1.93%"
"09/11/2008","1.2380","1.2550","1.2658","1.2344","","-1.44%"
"09/10/2008","1.2561","1.2502","1.2561","1.2296","","0.58%"
"09/09/2008","1.2488","1.2277","1.2515","1.2225","","1.75%"
"09/08/2008","1.2273","1.2012","1.2384","1.1967","","0.21%"
"09/05/2008","1.2247","1.2267","1.2457","1.2155","","-0.35%"
"09/04/2008","1.2290","1.1969","1.2298","1.1909","","2.63%"
"09/03/2008","1.1975","1.1943","1.2147","1.1896","","0.26%"
"09/02/2008","1.1944","1.1758","1.2094","1.1714","","1.50%"
"09/01/2008","1.1768","1.1674","1.1793","1.1648","","1.00%"
"08/29/2008","1.1652","1.1585","1.1690","1.1545","","0.49%"
"08/28/2008","1.1595","1.1655","1.1660","1.1497","","-0.47%"
"08/27/2008","1.1650","1.1699","1.1723","1.1574","","-0.38%"
"08/26/2008","1.1694","1.1575","1.1774","1.1561","","0.93%"
"08/25/2008","1.1586","1.1527","1.1611","1.1505","","0.29%"
"08/22/2008","1.1552","1.1371","1.1565","1.1353","","1.81%"
"08/21/2008","1.1347","1.1457","1.1559","1.1344","","-0.86%"
"08/20/2008","1.1445","1.1463","1.1529","1.1432","","-0.17%"
"08/19/2008","1.1464","1.1513","1.1593","1.1446","","-0.38%"
"08/18/2008","1.1508","1.1535","1.1556","1.1417","","-0.31%"
"08/15/2008","1.1544","1.1496","1.1617","1.1481","","0.50%"
"08/14/2008","1.1486","1.1430","1.1536","1.1365","","0.42%"
"08/13/2008","1.1438","1.1477","1.1638","1.1396","","-0.25%"
"08/12/2008","1.1467","1.1326","1.1490","1.1301","","1.34%"
"08/11/2008","1.1315","1.1292","1.1372","1.1167","","0.56%"
"08/08/2008","1.1252","1.1046","1.1279","1.1017","","2.00%"
"08/07/2008","1.1031","1.0995","1.1050","1.0949","","0.25%"
"08/06/2008","1.1004","1.0917","1.1033","1.0859","","0.83%"
"08/05/2008","1.0913","1.0760","1.0951","1.0749","","1.37%"
"08/04/2008","1.0765","1.0750","1.0771","1.0696","","0.03%"
"08/01/2008","1.0762","1.0621","1.0770","1.0615","","1.37%"
"07/31/2008","1.0617","1.0585","1.0642","1.0550","","0.24%"
"07/30/2008","1.0592","1.0499","1.0625","1.0494","","0.89%"
"07/29/2008","1.0499","1.0447","1.0528","1.0426","","0.53%"
"07/28/2008","1.0444","1.0464","1.0497","1.0419","","-0.12%"
"07/25/2008","1.0457","1.0431","1.0478","1.0404","","0.30%"
"07/24/2008","1.0426","1.0408","1.0485","1.0373","","0.22%"
"07/23/2008","1.0403","1.0290","1.0419","1.0265","","1.01%"
"07/22/2008","1.0299","1.0231","1.0326","1.0209","","0.64%"
"07/21/2008","1.0233","1.0286","1.0305","1.0230","","-0.66%"
"07/18/2008","1.0301","1.0273","1.0311","1.0265","","0.18%"
"07/17/2008","1.0282","1.0265","1.0334","1.0209","","0.19%"
"07/16/2008","1.0263","1.0216","1.0280","1.0185","","0.51%"
"07/15/2008","1.0211","1.0291","1.0302","1.0150","","-0.75%"
"07/14/2008","1.0288","1.0299","1.0349","1.0269","","-0.49%"
"07/11/2008","1.0339","1.0399","1.0429","1.0289","","-0.53%"
"07/10/2008","1.0394","1.0462","1.0479","1.0372","","-0.63%"
"07/09/2008","1.0460","1.0489","1.0553","1.0423","","-0.26%"
"07/08/2008","1.0487","1.0459","1.0527","1.0453","","0.24%"
"07/07/2008","1.0462","1.0386","1.0508","1.0377","","0.78%"
"07/04/2008","1.0381","1.0416","1.0427","1.0370","","-0.34%"
"07/03/2008","1.0416","1.0390","1.0438","1.0378","","0.22%"
"07/02/2008","1.0393","1.0468","1.0490","1.0358","","-0.73%"
"07/01/2008","1.0469","1.0434","1.0513","1.0419","","0.28%"
"06/30/2008","1.0440","1.0405","1.0472","1.0340","","0.32%"
"06/27/2008","1.0407","1.0458","1.0482","1.0378","","-0.44%"
"06/26/2008","1.0453","1.0422","1.0471","1.0403","","0.33%"
"06/25/2008","1.0419","1.0461","1.0492","1.0412","","-0.48%"
"06/24/2008","1.0469","1.0504","1.0526","1.0429","","-0.29%"
"06/23/2008","1.0499","1.0487","1.0537","1.0456","","0.16%"
"06/20/2008","1.0482","1.0526","1.0537","1.0449","","-0.34%"
"06/19/2008","1.0518","1.0566","1.0587","1.0502","","-0.42%"
"06/18/2008","1.0562","1.0595","1.0637","1.0553","","-0.29%"
"06/17/2008","1.0593","1.0633","1.0652","1.0574","","-0.43%"
"06/16/2008","1.0639","1.0639","1.0684","1.0607","","-0.05%"
"06/13/2008","1.0644","1.0679","1.0713","1.0621","","-0.50%"
"06/12/2008","1.0697","1.0552","1.0722","1.0535","","1.28%"
"06/11/2008","1.0562","1.0578","1.0606","1.0532","","-0.14%"
"06/10/2008","1.0577","1.0535","1.0593","1.0494","","0.38%"
"06/09/2008","1.0537","1.0393","1.0545","1.0362","","1.43%"
"06/06/2008","1.0388","1.0435","1.0457","1.0367","","-0.46%"
"06/05/2008","1.0436","1.0456","1.0514","1.0421","","-0.15%"
"06/04/2008","1.0452","1.0512","1.0543","1.0383","","-0.40%"
"06/03/2008","1.0494","1.0464","1.0518","1.0399","","0.30%"
"06/02/2008","1.0463","1.0471","1.0532","1.0448","","0.02%"
"05/30/2008","1.0461","1.0466","1.0513","1.0435","","-0.04%"
"05/29/2008","1.0465","1.0390","1.0488","1.0365","","0.73%"
"05/28/2008","1.0389","1.0428","1.0461","1.0382","","-0.42%"
"05/27/2008","1.0433","1.0410","1.0437","1.0373","","0.24%"
"05/26/2008","1.0408","1.0424","1.0438","1.0393","","-0.12%"
"05/23/2008","1.0421","1.0449","1.0480","1.0373","","-0.24%"
"05/22/2008","1.0446","1.0382","1.0480","1.0359","","0.56%"
"05/21/2008","1.0388","1.0434","1.0464","1.0355","","-0.41%"
"05/20/2008","1.0431","1.0490","1.0507","1.0392","","-0.59%"
"05/19/2008","1.0493","1.0453","1.0514","1.0452","","0.25%"
"05/16/2008","1.0467","1.0638","1.0648","1.0457","","-1.63%"
"05/15/2008","1.0640","1.0712","1.0764","1.0613","","-0.64%"
"05/14/2008","1.0709","1.0639","1.0749","1.0604","","0.63%"
"05/13/2008","1.0642","1.0556","1.0655","1.0537","","0.83%"
"05/12/2008","1.0554","1.0617","1.0688","1.0546","","-0.56%"
"05/09/2008","1.0613","1.0597","1.0658","1.0573","","0.21%"
"05/08/2008","1.0591","1.0616","1.0697","1.0573","","-0.33%"
"05/07/2008","1.0626","1.0529","1.0629","1.0516","","0.97%"
"05/06/2008","1.0524","1.0564","1.0602","1.0516","","-0.38%"
"05/05/2008","1.0564","1.0691","1.0703","1.0556","","-1.11%"
"05/02/2008","1.0683","1.0723","1.0783","1.0651","","-0.34%"
"05/01/2008","1.0719","1.0600","1.0746","1.0586","","1.03%"
"04/30/2008","1.0610","1.0718","1.0741","1.0553","","-0.97%"
"04/29/2008","1.0714","1.0658","1.0762","1.0643","","0.50%"
"04/28/2008","1.0661","1.0704","1.0713","1.0630","","-0.45%"
"04/25/2008","1.0709","1.0642","1.0764","1.0611","","0.64%"
"04/24/2008","1.0641","1.0554","1.0669","1.0542","","0.93%"
"04/23/2008","1.0543","1.0583","1.0586","1.0478","","-0.47%"
"04/22/2008","1.0593","1.0609","1.0648","1.0553","","-0.08%"
"04/21/2008","1.0602","1.0712","1.0720","1.0585","","-1.02%"
"04/18/2008","1.0711","1.0683","1.0787","1.0639","","0.31%"
"04/17/2008","1.0678","1.0643","1.0709","1.0641","","0.28%"
"04/16/2008","1.0648","1.0791","1.0813","1.0634","","-1.33%"
"04/15/2008","1.0791","1.0790","1.0831","1.0740","","0.00%"
"04/14/2008","1.0791","1.0806","1.0863","1.0781","","0.11%"
"04/11/2008","1.0779","1.0734","1.0785","1.0693","","0.49%"
"04/10/2008","1.0726","1.0763","1.0779","1.0695","","-0.33%"
"04/09/2008","1.0762","1.0740","1.0798","1.0710","","0.16%"
"04/08/2008","1.0745","1.0812","1.0822","1.0725","","-0.57%"
"04/07/2008","1.0807","1.0852","1.0909","1.0768","","-0.24%"
"04/04/2008","1.0833","1.0913","1.0989","1.0824","","-0.81%"
"04/03/2008","1.0921","1.0937","1.0999","1.0892","","-0.20%"
"04/02/2008","1.0943","1.1020","1.1046","1.0916","","-0.73%"
"04/01/2008","1.1023","1.0946","1.1075","1.0925","","0.68%"
"03/31/2008","1.0949","1.0908","1.0986","1.0886","","0.50%"
"03/28/2008","1.0895","1.0884","1.0928","1.0814","","0.11%"
"03/27/2008","1.0883","1.0861","1.0908","1.0804","","0.20%"
"03/26/2008","1.0861","1.0897","1.0962","1.0817","","-0.38%"
"03/25/2008","1.0902","1.1023","1.1027","1.0892","","-1.11%"
"03/24/2008","1.1024","1.1023","1.1025","1.1018","","-0.56%"
"03/21/2008","1.1086","1.1116","1.1126","1.1071","","-0.31%"
"03/20/2008","1.1120","1.0958","1.1169","1.0904","","1.44%"
"03/19/2008","1.0962","1.0756","1.0968","1.0687","","1.81%"
"03/18/2008","1.0767","1.0880","1.0910","1.0741","","-0.85%"
"03/17/2008","1.0859","1.0677","1.0955","1.0581","","1.73%"
"03/14/2008","1.0674","1.0571","1.0694","1.0560","","1.00%"
"03/13/2008","1.0568","1.0709","1.0719","1.0554","","-1.53%"
"03/12/2008","1.0732","1.0749","1.0781","1.0672","","-0.18%"
"03/11/2008","1.0751","1.0903","1.0932","1.0748","","-1.44%"
"03/10/2008","1.0908","1.0792","1.0919","1.0735","","1.19%"
"03/07/2008","1.0780","1.0801","1.0816","1.0663","","-0.21%"
"03/06/2008","1.0803","1.0710","1.0815","1.0652","","0.84%"
"03/05/2008","1.0713","1.0775","1.0836","1.0702","","-0.66%"
"03/04/2008","1.0784","1.0637","1.0849","1.0625","","1.32%"
"03/03/2008","1.0643","1.0719","1.0780","1.0611","","-0.89%"
"02/29/2008","1.0739","1.0541","1.0743","1.0532","","1.90%"
"02/28/2008","1.0539","1.0613","1.0675","1.0525","","-0.65%"
"02/27/2008","1.0608","1.0708","1.0745","1.0599","","-0.98%"
"02/26/2008","1.0713","1.0791","1.0806","1.0711","","-0.74%"
"02/25/2008","1.0793","1.0820","1.0851","1.0781","","-0.26%"
"02/22/2008","1.0821","1.0878","1.0904","1.0806","","-0.58%"
"02/21/2008","1.0884","1.0886","1.0911","1.0857","","-0.05%"
"02/20/2008","1.0889","1.0883","1.0975","1.0851","","0.05%"
"02/19/2008","1.0884","1.0942","1.0949","1.0821","","-0.58%"
"02/18/2008","1.0948","1.1014","1.1027","1.0935","","-0.55%"
"02/15/2008","1.1008","1.1089","1.1107","1.0988","","-0.72%"
"02/14/2008","1.1088","1.1163","1.1170","1.1027","","-0.65%"
"02/13/2008","1.1161","1.1067","1.1208","1.1027","","0.75%"
"02/12/2008","1.1078","1.1062","1.1087","1.1000","","0.23%"
"02/11/2008","1.1053","1.1151","1.1185","1.1035","","-0.99%"
"02/08/2008","1.1164","1.1181","1.1218","1.1125","","-0.26%"
"02/07/2008","1.1193","1.1140","1.1267","1.1137","","0.22%"
"02/06/2008","1.1168","1.1151","1.1225","1.1107","","0.08%"
"02/05/2008","1.1159","1.1008","1.1184","1.0995","","1.39%"
"02/04/2008","1.1006","1.1068","1.1084","1.0984","","-0.50%"
"02/01/2008","1.1061","1.1164","1.1182","1.1051","","-0.86%"
"01/31/2008","1.1157","1.1172","1.1338","1.1130","","0.01%"
"01/30/2008","1.1156","1.1240","1.1287","1.1088","","-0.75%"
"01/29/2008","1.1240","1.1252","1.1287","1.1226","","-0.14%"
"01/28/2008","1.1256","1.1371","1.1406","1.1242","","-0.95%"
"01/25/2008","1.1364","1.1348","1.1401","1.1291","","0.16%"
"01/24/2008","1.1346","1.1434","1.1507","1.1335","","-0.90%"
"01/23/2008","1.1449","1.1515","1.1612","1.1429","","-0.47%"
"01/22/2008","1.1503","1.1609","1.1747","1.1463","","-0.82%"
"01/21/2008","1.1598","1.1377","1.1635","1.1334","","2.03%"
"01/18/2008","1.1367","1.1395","1.1495","1.1292","","-0.24%"
"01/17/2008","1.1394","1.1378","1.1407","1.1257","","0.11%"
"01/16/2008","1.1381","1.1339","1.1436","1.1274","","0.49%"
"01/15/2008","1.1326","1.1116","1.1342","1.1083","","1.88%"
"01/14/2008","1.1117","1.1241","1.1247","1.1102","","-0.91%"
"01/11/2008","1.1219","1.1166","1.1239","1.1143","","0.53%"
"01/10/2008","1.1160","1.1321","1.1350","1.1137","","-1.47%"
"01/09/2008","1.1326","1.1378","1.1383","1.1287","","-0.57%"
"01/08/2008","1.1391","1.1457","1.1492","1.1310","","-0.75%"
"01/07/2008","1.1477","1.1472","1.1516","1.1425","","-0.04%"
"01/04/2008","1.1482","1.1361","1.1494","1.1312","","1.09%"
"01/03/2008","1.1358","1.1313","1.1382","1.1293","","0.34%"
"01/02/2008","1.1319","1.1409","1.1418","1.1311","","-0.81%"
"01/01/2008","1.1412","1.1431","1.1444","1.1374","","-0.04%"
"12/31/2007","1.1416","1.1403","1.1428","1.1325","","-0.11%"
"12/28/2007","1.1428","1.1390","1.1467","1.1374","","0.26%"
"12/27/2007","1.1398","1.1436","1.1480","1.1369","","-0.44%"
"12/26/2007","1.1448","1.1486","1.1496","1.1431","","-0.28%"
"12/25/2007","1.1480","1.1474","1.1519","1.1467","","-0.01%"
"12/24/2007","1.1481","1.1522","1.1532","1.1464","","-0.46%"
"12/21/2007","1.1534","1.1647","1.1658","1.1494","","-0.96%"
"12/20/2007","1.1646","1.1641","1.1675","1.1618","","0.06%"
"12/19/2007","1.1639","1.1612","1.1685","1.1573","","0.12%"
"12/18/2007","1.1625","1.1660","1.1692","1.1563","","-0.34%"
"12/17/2007","1.1665","1.1592","1.1688","1.1542","","0.42%"
"12/14/2007","1.1616","1.1417","1.1620","1.1365","","1.75%"
"12/13/2007","1.1416","1.1322","1.1450","1.1274","","0.74%"
"12/12/2007","1.1332","1.1455","1.1460","1.1225","","-1.24%"
"12/11/2007","1.1474","1.1287","1.1479","1.1237","","1.50%"
"12/10/2007","1.1304","1.1421","1.1457","1.1294","","-0.82%"
"12/07/2007","1.1397","1.1379","1.1441","1.1325","","0.14%"
"12/06/2007","1.1381","1.1496","1.1506","1.1375","","-1.03%"
"12/05/2007","1.1499","1.1446","1.1548","1.1431","","0.43%"
"12/04/2007","1.1450","1.1355","1.1483","1.1343","","0.80%"
"12/03/2007","1.1359","1.1324","1.1382","1.1291","","0.45%"
"11/30/2007","1.1308","1.1334","1.1355","1.1238","","-0.25%"
"11/29/2007","1.1336","1.1240","1.1395","1.1226","","0.93%"
"11/28/2007","1.1231","1.1390","1.1469","1.1206","","-1.57%"
"11/27/2007","1.1410","1.1476","1.1521","1.1340","","-0.77%"
"11/26/2007","1.1498","1.1353","1.1540","1.1270","","0.86%"
"11/23/2007","1.1400","1.1472","1.1515","1.1388","","-0.62%"
"11/22/2007","1.1471","1.1482","1.1521","1.1371","","-0.35%"
"11/21/2007","1.1511","1.1199","1.1557","1.1163","","2.59%"
"11/20/2007","1.1220","1.1311","1.1417","1.1206","","-0.90%"
"11/19/2007","1.1322","1.1154","1.1329","1.1111","","1.00%"
"11/16/2007","1.1210","1.1289","1.1343","1.1181","","-0.66%"
"11/15/2007","1.1285","1.1163","1.1294","1.1085","","1.18%"
"11/14/2007","1.1153","1.1153","1.1176","1.1022","","-0.02%"
"11/13/2007","1.1155","1.1391","1.1426","1.1140","","-2.09%"
"11/12/2007","1.1393","1.1061","1.1413","1.0997","","3.95%"
"11/09/2007","1.0960","1.0775","1.0989","1.0724","","1.58%"
"11/08/2007","1.0789","1.0776","1.0881","1.0712","","0.26%"
"11/07/2007","1.0761","1.0762","1.0788","1.0635","","-0.12%"
"11/06/2007","1.0774","1.0867","1.0870","1.0768","","-0.88%"
"11/05/2007","1.0870","1.0854","1.0920","1.0828","","0.38%"
"11/02/2007","1.0829","1.0957","1.0965","1.0813","","-1.18%"
"11/01/2007","1.0958","1.0725","1.0981","1.0705","","2.28%"
"10/31/2007","1.0714","1.0878","1.0896","1.0699","","-1.59%"
"10/30/2007","1.0887","1.0834","1.0933","1.0821","","0.40%"
"10/29/2007","1.0844","1.0868","1.0888","1.0782","","-0.40%"
"10/26/2007","1.0888","1.0997","1.1018","1.0881","","-1.04%"
"10/25/2007","1.1002","1.1071","1.1098","1.0996","","-0.66%"
"10/24/2007","1.1075","1.1131","1.1191","1.1049","","-0.48%"
"10/23/2007","1.1128","1.1268","1.1296","1.1122","","-1.30%"
"10/22/2007","1.1275","1.1245","1.1427","1.1211","","0.42%"
"10/19/2007","1.1228","1.1169","1.1247","1.1115","","0.66%"
"10/18/2007","1.1154","1.1217","1.1261","1.1140","","-0.71%"
"10/17/2007","1.1234","1.1250","1.1343","1.1142","","-0.26%"
"10/16/2007","1.1263","1.1102","1.1335","1.1090","","1.40%"
"10/15/2007","1.1108","1.1035","1.1163","1.1012","","0.43%"
"10/12/2007","1.1060","1.1100","1.1171","1.1044","","-0.44%"
"10/11/2007","1.1109","1.1142","1.1155","1.1034","","-0.26%"
"10/10/2007","1.1138","1.1105","1.1187","1.1095","","0.36%"
"10/09/2007","1.1098","1.1197","1.1221","1.1091","","-0.83%"
"10/08/2007","1.1191","1.1116","1.1213","1.1066","","0.45%"
"10/05/2007","1.1141","1.1261","1.1286","1.1100","","-1.03%"
"10/04/2007","1.1257","1.1324","1.1372","1.1232","","-0.63%"
"10/03/2007","1.1328","1.1340","1.1355","1.1206","","0.07%"
"10/02/2007","1.1320","1.1182","1.1353","1.1169","","1.21%"
"10/01/2007","1.1185","1.1256","1.1296","1.1169","","-0.75%"
"09/28/2007","1.1269","1.1362","1.1381","1.1247","","-0.81%"
"09/27/2007","1.1361","1.1401","1.1451","1.1316","","-0.41%"
"09/26/2007","1.1408","1.1443","1.1477","1.1399","","-0.33%"
"09/25/2007","1.1446","1.1513","1.1612","1.1438","","-0.61%"
"09/24/2007","1.1516","1.1523","1.1553","1.1493","","-0.17%"
"09/21/2007","1.1536","1.1583","1.1620","1.1485","","-0.36%"
"09/20/2007","1.1578","1.1674","1.1696","1.1545","","-0.81%"
"09/19/2007","1.1673","1.1736","1.1784","1.1663","","-0.45%"
"09/18/2007","1.1726","1.2009","1.2086","1.1719","","-2.23%"
"09/17/2007","1.1993","1.1878","1.2034","1.1816","","0.89%"
"09/14/2007","1.1887","1.1977","1.1987","1.1851","","-0.36%"
"09/13/2007","1.1930","1.1875","1.1953","1.1846","","0.43%"
"09/12/2007","1.1879","1.1986","1.2028","1.1851","","-0.84%"
"09/11/2007","1.1980","1.2109","1.2142","1.1972","","-1.13%"
"09/10/2007","1.2117","1.2089","1.2237","1.2088","","0.12%"
"09/07/2007","1.2103","1.2057","1.2153","1.2032","","0.36%"
"09/06/2007","1.2059","1.2164","1.2214","1.2048","","-0.84%"
"09/05/2007","1.2161","1.2134","1.2222","1.2063","","0.26%"
"09/04/2007","1.2130","1.2149","1.2198","1.2083","","-0.22%"
"09/03/2007","1.2157","1.2252","1.2258","1.2132","","-0.58%"
"08/31/2007","1.2228","1.2259","1.2335","1.2114","","-0.26%"
"08/30/2007","1.2260","1.2149","1.2304","1.2148","","0.97%"
"08/29/2007","1.2142","1.2285","1.2420","1.2140","","-1.19%"
"08/28/2007","1.2288","1.2098","1.2301","1.2076","","1.78%"
"08/27/2007","1.2073","1.2079","1.2092","1.1993","","-0.12%"
"08/24/2007","1.2087","1.2201","1.2265","1.2073","","-0.83%"
"08/23/2007","1.2188","1.2361","1.2383","1.2165","","-1.35%"
"08/22/2007","1.2355","1.2481","1.2544","1.2352","","-0.98%"
"08/21/2007","1.2477","1.2392","1.2570","1.2369","","0.57%"
"08/20/2007","1.2406","1.2533","1.2672","1.2350","","-0.97%"
"08/17/2007","1.2527","1.2555","1.3030","1.2480","","-0.30%"
"08/16/2007","1.2565","1.2212","1.2792","1.2188","","2.89%"
"08/15/2007","1.2212","1.1983","1.2218","1.1976","","1.90%"
"08/14/2007","1.1984","1.1878","1.1993","1.1862","","0.88%"
"08/13/2007","1.1880","1.1819","1.1899","1.1752","","0.27%"
"08/10/2007","1.1848","1.1769","1.1905","1.1747","","0.65%"
"08/09/2007","1.1771","1.1594","1.1786","1.1539","","1.52%"
"08/08/2007","1.1595","1.1699","1.1721","1.1575","","-0.78%"
"08/07/2007","1.1686","1.1643","1.1746","1.1633","","0.29%"
"08/06/2007","1.1652","1.1710","1.1736","1.1635","","-0.43%"
"08/03/2007","1.1702","1.1647","1.1716","1.1620","","0.31%"
"08/02/2007","1.1666","1.1671","1.1777","1.1618","","-0.22%"
"08/01/2007","1.1692","1.1756","1.1841","1.1680","","-0.50%"
"07/31/2007","1.1751","1.1667","1.1755","1.1602","","0.63%"
"07/30/2007","1.1677","1.1777","1.1824","1.1655","","-0.60%"
"07/27/2007","1.1747","1.1505","1.1757","1.1400","","2.17%"
"07/26/2007","1.1498","1.1301","1.1521","1.1273","","1.67%"
"07/25/2007","1.1309","1.1346","1.1381","1.1268","","-0.32%"
"07/24/2007","1.1345","1.1319","1.1358","1.1279","","0.25%"
"07/23/2007","1.1317","1.1366","1.1380","1.1303","","-0.44%"
"07/20/2007","1.1367","1.1358","1.1425","1.1316","","0.00%"
"07/19/2007","1.1367","1.1391","1.1412","1.1346","","-0.23%"
"07/18/2007","1.1393","1.1451","1.1472","1.1374","","-0.52%"
"07/17/2007","1.1452","1.1471","1.1484","1.1422","","-0.18%"
"07/16/2007","1.1473","1.1492","1.1502","1.1409","","0.02%"
"07/13/2007","1.1471","1.1539","1.1555","1.1468","","-0.56%"
"07/12/2007","1.1536","1.1573","1.1625","1.1533","","-0.42%"
"07/11/2007","1.1585","1.1608","1.1661","1.1567","","-0.22%"
"07/10/2007","1.1610","1.1621","1.1677","1.1574","","-0.14%"
"07/09/2007","1.1626","1.1652","1.1672","1.1602","","-0.22%"
"07/06/2007","1.1652","1.1680","1.1700","1.1637","","-0.27%"
"07/05/2007","1.1683","1.1658","1.1691","1.1612","","0.21%"
"07/04/2007","1.1658","1.1697","1.1706","1.1641","","-0.40%"
"07/03/2007","1.1705","1.1639","1.1712","1.1628","","0.55%"
